vid_id,blink_count,frames,age_grp,gender,time_of_day,bpf,label
612,51,420,2,0,4,0.1214285714285714,0
613,46,415,2,0,4,0.1108433734939759,0
614,165,507,1,1,4,0.3254437869822485,0
615,40,452,1,1,2,0.0884955752212389,0
616,2,663,1,1,4,0.0030165912518853,0
617,7,312,1,1,4,0.0224358974358974,0
618,29,382,1,1,4,0.0759162303664921,0
619,35,305,2,0,4,0.1147540983606557,0
620,14,628,2,0,4,0.0222929936305732,0
621,77,370,1,1,4,0.2081081081081081,0
622,9,371,1,0,4,0.0242587601078167,0
623,6,352,1,1,4,0.0170454545454545,0
624,21,350,1,1,4,0.06,0
625,18,332,1,1,4,0.0542168674698795,0
626,55,975,1,0,4,0.0564102564102564,0
627,48,374,1,0,4,0.1283422459893048,0
628,33,895,1,0,4,0.0368715083798882,0
629,52,990,1,1,4,0.0525252525252525,0
630,73,423,1,1,3,0.1725768321513002,0
631,38,424,1,0,4,0.0896226415094339,0
632,33,427,1,0,4,0.0772833723653395,0
633,43,512,1,1,4,0.083984375,0
634,0,338,1,1,4,0.0,0
635,143,764,1,1,3,0.1871727748691099,0
636,8,335,3,1,4,0.0238805970149253,0
637,129,510,1,1,4,0.2529411764705882,0
638,3,698,1,0,4,0.0042979942693409,0
639,20,662,2,0,2,0.0302114803625377,0
640,10,306,1,0,4,0.0326797385620915,0
641,78,350,1,1,4,0.2228571428571428,0
642,19,573,1,1,4,0.0331588132635253,0
643,16,364,1,1,4,0.0439560439560439,0
644,45,413,1,1,4,0.1089588377723971,0
645,84,554,1,1,4,0.151624548736462,0
646,75,440,1,1,4,0.1704545454545454,0
647,699,699,2,0,4,1.0,0
648,430,471,1,1,4,0.9129511677282378,0
649,131,930,1,1,4,0.1408602150537634,0
650,49,693,1,1,4,0.0707070707070707,0
651,35,380,1,1,4,0.0921052631578947,0
652,100,456,1,1,4,0.219298245614035,0
653,33,731,2,0,4,0.0451436388508891,0
654,71,410,1,1,4,0.173170731707317,0
655,363,678,1,0,4,0.5353982300884956,0
656,21,505,1,0,4,0.0415841584158415,0
657,40,546,1,1,4,0.0732600732600732,0
658,46,404,2,0,4,0.1138613861386138,0
659,51,1001,1,1,4,0.0509490509490509,0
660,56,340,1,1,4,0.1647058823529411,0
661,44,513,2,1,2,0.0857699805068226,0
662,14,496,1,1,4,0.0282258064516129,0
663,32,316,1,1,4,0.1012658227848101,0
664,19,293,2,1,4,0.0648464163822525,0
665,24,324,1,0,4,0.074074074074074,0
666,34,383,1,0,4,0.0887728459530026,0
667,19,469,1,1,4,0.0405117270788912,0
668,69,398,1,1,4,0.1733668341708542,0
669,0,489,1,0,4,0.0,0
670,28,481,1,1,4,0.0582120582120582,0
671,21,343,1,1,4,0.0612244897959183,0
672,87,541,1,1,4,0.1608133086876155,0
673,36,592,1,1,4,0.0608108108108108,0
674,95,367,1,0,4,0.2588555858310626,0
675,295,421,2,0,0,0.7007125890736342,0
676,37,515,1,1,0,0.0718446601941747,0
677,14,314,2,1,4,0.0445859872611464,0
678,23,400,1,1,4,0.0575,0
679,10,416,1,0,4,0.0240384615384615,0
680,17,300,1,1,4,0.0566666666666666,0
681,58,840,1,0,4,0.069047619047619,0
682,626,965,3,0,4,0.6487046632124353,0
683,69,302,1,1,4,0.2284768211920529,0
684,20,497,1,1,4,0.0402414486921529,0
685,70,522,2,0,4,0.1340996168582375,0
686,265,342,1,1,4,0.7748538011695907,0
687,4,469,1,1,2,0.0085287846481876,0
688,261,571,1,1,4,0.457092819614711,0
689,170,455,2,0,4,0.3736263736263736,0
690,0,331,2,0,4,0.0,0
691,38,540,2,0,4,0.0703703703703703,0
692,41,354,1,1,0,0.115819209039548,0
693,24,595,1,1,4,0.0403361344537815,0
694,29,299,2,0,4,0.0969899665551839,0
695,14,310,1,0,4,0.0451612903225806,0
696,82,405,1,1,3,0.2024691358024691,0
697,89,465,1,0,4,0.1913978494623656,0
698,85,304,1,1,4,0.2796052631578947,0
699,72,524,1,0,4,0.1374045801526717,0
700,36,333,2,1,4,0.1081081081081081,0
701,15,393,3,0,4,0.0381679389312977,0
702,86,749,2,0,2,0.1148197596795727,0
703,13,375,2,1,3,0.0346666666666666,0
704,64,450,1,1,4,0.1422222222222222,0
705,27,473,4,0,4,0.0570824524312896,0
706,43,328,2,1,0,0.1310975609756097,0
707,73,1034,3,0,4,0.0705996131528046,0
708,21,549,1,1,2,0.0382513661202185,0
709,64,300,0,1,2,0.2133333333333333,0
710,27,378,3,1,4,0.0714285714285714,0
711,16,292,2,0,4,0.0547945205479452,0
712,346,550,2,1,4,0.6290909090909091,0
713,110,527,1,1,0,0.2087286527514231,0
714,54,560,1,1,4,0.0964285714285714,0
715,177,856,2,0,4,0.2067757009345794,0
716,85,628,2,1,4,0.1353503184713375,0
717,33,374,2,1,3,0.088235294117647,0
718,113,578,1,1,1,0.1955017301038062,0
719,46,402,3,0,4,0.1144278606965174,0
720,36,564,2,1,0,0.0638297872340425,0
721,35,581,3,0,1,0.0602409638554216,0
722,387,396,2,1,4,0.9772727272727272,0
723,18,730,3,1,4,0.0246575342465753,0
724,20,600,0,1,2,0.0333333333333333,0
725,61,699,2,1,1,0.0872675250357653,0
726,42,410,2,1,1,0.1024390243902439,0
727,11,554,3,0,1,0.01985559566787,0
728,87,568,0,1,2,0.153169014084507,0
729,135,636,4,0,4,0.2122641509433962,0
730,143,719,2,0,2,0.1988873435326842,0
731,272,778,2,0,4,0.3496143958868895,0
732,232,426,2,0,1,0.5446009389671361,0
733,13,518,1,1,0,0.025096525096525,0
734,86,1098,1,0,2,0.0783242258652094,0
735,240,802,1,0,4,0.2992518703241895,0
736,40,414,3,1,0,0.0966183574879227,0
737,1,369,1,0,4,0.002710027100271,0
738,73,417,3,1,4,0.1750599520383693,0
739,4,304,2,1,4,0.0131578947368421,0
740,31,348,0,1,4,0.0890804597701149,0
741,6,370,3,0,4,0.0162162162162162,0
742,4,623,2,0,3,0.0064205457463884,0
743,118,311,3,1,0,0.3794212218649517,0
744,50,294,1,0,2,0.1700680272108843,0
745,4,569,2,0,4,0.0070298769771528,0
746,7,493,3,0,4,0.0141987829614604,0
747,11,470,4,0,0,0.0234042553191489,0
748,14,318,0,1,0,0.0440251572327044,0
749,58,693,2,1,4,0.0836940836940837,0
750,21,441,1,1,3,0.0476190476190476,0
751,35,331,1,1,3,0.1057401812688821,0
752,138,1016,1,1,0,0.1358267716535433,0
753,48,686,2,1,0,0.0699708454810495,0
754,33,401,3,1,0,0.0822942643391521,0
755,12,336,4,0,4,0.0357142857142857,0
756,40,570,3,1,3,0.0701754385964912,0
757,24,441,2,0,4,0.0544217687074829,0
758,32,391,1,1,2,0.0818414322250639,0
759,433,434,2,0,3,0.9976958525345622,0
760,0,306,1,1,1,0.0,0
761,9,343,1,1,4,0.0262390670553935,0
762,91,416,3,1,3,0.21875,0
763,146,812,0,1,2,0.1798029556650246,0
764,17,369,2,1,2,0.046070460704607,0
765,28,388,3,1,4,0.0721649484536082,0
766,5,860,1,1,4,0.005813953488372,0
767,75,407,2,0,1,0.1842751842751842,0
768,10,330,3,0,3,0.0303030303030303,0
769,25,484,1,1,4,0.0516528925619834,0
770,154,653,3,0,4,0.2358346094946401,0
771,61,634,0,1,4,0.0962145110410094,0
772,3,341,0,1,0,0.0087976539589442,0
773,64,579,1,1,3,0.1105354058721934,0
774,20,313,3,0,4,0.0638977635782747,0
775,11,559,4,0,4,0.0196779964221824,0
776,331,331,1,1,4,1.0,0
777,25,325,2,0,4,0.0769230769230769,0
778,29,328,2,1,0,0.0884146341463414,0
779,14,306,4,0,4,0.0457516339869281,0
780,14,402,3,1,4,0.0348258706467661,0
781,44,475,3,1,0,0.0926315789473684,0
782,31,556,2,0,4,0.0557553956834532,0
783,42,403,2,1,1,0.1042183622828784,0
784,120,557,2,1,3,0.215439856373429,0
785,31,413,1,1,4,0.0750605326876513,0
786,2,520,1,1,3,0.0038461538461538,0
787,47,502,2,0,2,0.0936254980079681,0
788,169,534,3,1,1,0.3164794007490636,0
789,56,567,0,1,0,0.0987654320987654,0
790,455,690,3,0,4,0.6594202898550725,0
791,39,333,2,0,4,0.1171171171171171,0
792,2,383,4,0,4,0.0052219321148825,0
793,46,590,3,0,4,0.0779661016949152,0
794,100,879,1,0,4,0.1137656427758816,0
795,53,550,1,1,4,0.0963636363636363,0
796,229,1001,0,1,3,0.2287712287712287,0
797,3,434,3,0,4,0.0069124423963133,0
798,17,371,1,1,4,0.045822102425876,0
799,329,1227,3,1,2,0.2681336593317033,0
800,47,338,4,0,4,0.1390532544378698,0
801,21,444,4,0,3,0.0472972972972973,0
802,26,351,2,1,4,0.074074074074074,0
803,6,297,2,1,0,0.0202020202020202,0
804,106,359,1,1,3,0.2952646239554317,0
805,61,411,2,0,4,0.1484184914841849,0
806,13,301,2,1,4,0.0431893687707641,0
807,110,650,4,0,2,0.1692307692307692,0
808,45,637,0,1,2,0.0706436420722135,0
809,21,367,4,1,2,0.0572207084468664,0
810,101,1052,2,1,1,0.0960076045627376,0
811,48,542,3,0,4,0.088560885608856,0
812,54,433,3,0,4,0.1247113163972286,0
813,64,360,2,1,0,0.1777777777777777,0
814,148,550,2,1,1,0.2690909090909091,0
815,36,452,3,0,4,0.079646017699115,0
816,22,411,0,1,3,0.0535279805352798,0
817,410,419,2,1,2,0.9785202863961814,0
818,15,466,2,0,4,0.0321888412017167,0
819,94,927,1,1,1,0.1014023732470334,0
820,40,665,3,0,1,0.0601503759398496,0
821,7,423,3,0,3,0.0165484633569739,0
822,18,297,2,1,4,0.0606060606060606,0
823,66,672,2,0,4,0.0982142857142857,0
824,577,577,2,0,4,1.0,0
825,20,547,3,1,3,0.036563071297989,0
826,12,355,3,0,1,0.0338028169014084,0
827,17,311,2,1,4,0.0546623794212218,0
828,33,319,2,1,4,0.1034482758620689,0
829,251,801,2,1,4,0.313358302122347,0
830,58,511,2,1,4,0.1135029354207436,0
831,52,327,1,1,3,0.1590214067278287,0
832,375,553,3,1,4,0.6781193490054249,0
833,27,600,3,0,4,0.045,0
834,8,303,1,0,2,0.0264026402640264,0
835,8,426,1,1,4,0.0187793427230046,0
836,29,343,1,1,3,0.0845481049562682,0
837,17,443,1,1,1,0.0383747178329571,0
838,9,457,1,1,1,0.0196936542669584,0
839,35,385,2,1,4,0.0909090909090909,0
840,39,840,3,0,4,0.0464285714285714,0
841,7,519,4,0,1,0.0134874759152215,0
842,2,447,4,1,1,0.0044742729306487,0
843,17,318,4,0,4,0.0534591194968553,0
844,6,852,3,0,4,0.0070422535211267,0
845,20,356,3,0,4,0.0561797752808988,0
846,69,353,4,0,0,0.1954674220963173,0
847,20,301,0,0,1,0.0664451827242525,0
848,7,360,3,0,4,0.0194444444444444,0
849,38,322,3,1,4,0.1180124223602484,0
850,16,612,3,1,3,0.0261437908496732,0
851,123,833,2,0,4,0.1476590636254501,0
852,170,427,3,0,4,0.3981264637002342,0
853,103,616,3,1,4,0.1672077922077922,0
854,13,294,3,0,0,0.0442176870748299,0
855,31,630,2,0,4,0.0492063492063492,0
856,331,1103,2,0,4,0.300090661831369,0
857,42,640,3,0,4,0.065625,0
858,18,483,3,0,4,0.0372670807453416,0
859,37,333,4,0,4,0.1111111111111111,0
860,10,459,0,1,1,0.0217864923747276,0
861,91,594,3,0,4,0.1531986531986532,0
862,470,470,2,1,4,1.0,0
863,42,513,1,1,2,0.0818713450292397,0
864,21,326,4,1,3,0.0644171779141104,0
865,28,347,0,1,3,0.0806916426512968,0
866,121,509,4,0,4,0.2377210216110019,0
867,69,1489,1,1,4,0.0463398253861652,0
868,23,431,2,1,4,0.0533642691415313,0
869,36,333,2,1,2,0.1081081081081081,0
870,31,604,3,1,4,0.0513245033112582,0
871,42,348,3,1,3,0.1206896551724138,0
872,16,474,4,1,4,0.0337552742616033,0
873,0,884,2,1,4,0.0,0
874,45,469,1,0,3,0.0959488272921108,0
875,18,422,3,0,4,0.0426540284360189,0
876,53,313,2,0,3,0.1693290734824281,0
877,119,570,2,0,4,0.2087719298245614,0
878,22,736,4,0,4,0.029891304347826,0
879,24,839,2,0,1,0.0286054827175208,0
880,435,435,3,1,2,1.0,0
881,66,638,3,0,4,0.1034482758620689,0
882,1,333,0,1,1,0.003003003003003,0
883,16,433,1,1,4,0.0369515011547344,0
884,40,343,2,1,4,0.1166180758017492,0
885,22,329,2,1,4,0.0668693009118541,0
886,45,525,3,0,4,0.0857142857142857,0
887,9,339,3,1,1,0.0265486725663716,0
888,12,307,3,0,4,0.0390879478827361,0
889,47,329,0,1,3,0.1428571428571428,0
890,10,341,2,1,1,0.0293255131964809,0
891,45,296,3,0,4,0.152027027027027,0
892,53,311,1,1,3,0.1704180064308681,0
893,82,537,3,1,4,0.1527001862197393,0
894,79,328,4,0,3,0.2408536585365853,0
895,0,294,4,0,4,0.0,0
896,33,531,2,0,4,0.0621468926553672,0
897,18,333,3,1,4,0.054054054054054,0
898,6,349,3,0,4,0.0171919770773638,0
899,44,560,3,0,4,0.0785714285714285,0
900,60,341,2,1,4,0.1759530791788856,0
901,11,523,2,0,2,0.0210325047801147,0
902,10,295,3,0,3,0.0338983050847457,0
903,26,567,3,0,4,0.0458553791887125,0
904,13,359,0,1,3,0.0362116991643454,0
905,26,382,0,1,2,0.0680628272251308,0
906,65,389,4,0,4,0.1670951156812339,0
907,114,525,3,1,1,0.2171428571428571,0
908,48,667,3,0,2,0.0719640179910044,0
909,58,637,3,0,4,0.0910518053375196,0
910,19,292,3,0,3,0.0650684931506849,0
911,1,329,4,0,4,0.0030395136778115,0
912,210,647,4,0,4,0.3245749613601236,0
913,125,634,1,1,4,0.1971608832807571,0
914,98,307,1,0,4,0.3192182410423452,0
915,38,352,1,0,4,0.1079545454545454,0
916,12,484,3,1,4,0.024793388429752,0
917,32,448,2,1,4,0.0714285714285714,0
918,13,472,3,1,4,0.0275423728813559,0
919,32,534,1,0,4,0.0599250936329588,0
920,8,371,4,0,1,0.0215633423180593,0
921,19,296,0,0,4,0.0641891891891891,0
922,28,616,3,0,4,0.0454545454545454,0
923,598,602,2,0,3,0.9933554817275748,0
924,76,1248,1,1,4,0.0608974358974358,0
925,27,356,3,0,4,0.0758426966292134,0
926,51,333,3,1,4,0.1531531531531531,0
927,4,697,2,0,4,0.0057388809182209,0
928,36,376,2,0,4,0.0957446808510638,0
929,32,462,2,1,4,0.0692640692640692,0
930,35,448,1,1,4,0.078125,0
931,12,319,2,1,4,0.0376175548589341,0
932,12,484,3,0,3,0.024793388429752,0
933,17,494,3,0,4,0.034412955465587,0
934,55,377,2,1,4,0.1458885941644562,0
935,20,540,2,1,3,0.037037037037037,0
936,20,297,2,1,4,0.0673400673400673,0
937,375,455,4,0,0,0.8241758241758241,0
938,24,369,3,0,2,0.065040650406504,0
939,60,511,2,0,4,0.1174168297455968,0
940,97,309,1,1,1,0.313915857605178,0
941,61,494,2,1,4,0.1234817813765182,0
942,21,495,3,0,1,0.0424242424242424,0
943,34,470,3,0,2,0.0723404255319148,0
944,28,342,3,1,1,0.0818713450292397,0
945,27,761,1,0,3,0.0354796320630749,0
946,170,462,1,1,2,0.3679653679653679,0
947,46,641,2,1,4,0.0717628705148206,0
948,32,434,0,1,1,0.0737327188940092,0
949,59,686,2,1,2,0.08600583090379,0
950,200,763,1,1,0,0.2621231979030144,0
951,328,1176,1,1,4,0.2789115646258503,0
952,70,700,0,1,1,0.1,0
953,71,351,2,1,2,0.2022792022792023,0
954,19,376,2,1,4,0.050531914893617,0
955,168,531,4,0,4,0.3163841807909605,0
956,111,542,3,1,4,0.2047970479704797,0
957,55,418,1,1,1,0.131578947368421,0
958,11,392,1,1,4,0.0280612244897959,0
959,57,482,2,1,2,0.1182572614107883,0
960,20,345,3,1,4,0.0579710144927536,0
961,38,323,1,1,3,0.1176470588235294,0
962,15,460,2,1,4,0.0326086956521739,0
963,26,692,2,0,4,0.0375722543352601,0
964,39,451,2,1,4,0.0864745011086474,0
965,86,348,3,1,0,0.2471264367816092,0
966,11,364,3,0,3,0.0302197802197802,0
967,29,412,2,1,4,0.0703883495145631,0
968,29,300,2,1,1,0.0966666666666666,0
969,25,356,2,1,4,0.0702247191011236,0
970,256,476,2,1,4,0.5378151260504201,0
971,6,354,1,0,4,0.0169491525423728,0
972,4,311,3,1,4,0.0128617363344051,0
973,21,533,3,1,2,0.0393996247654784,0
974,67,318,2,0,4,0.210691823899371,0
975,23,304,1,1,4,0.0756578947368421,0
976,23,328,2,1,4,0.0701219512195122,0
977,19,651,1,1,3,0.0291858678955453,0
978,91,757,3,1,3,0.1202113606340819,0
979,21,335,2,0,4,0.0626865671641791,0
980,26,383,3,1,4,0.0678851174934725,0
981,74,372,2,1,4,0.1989247311827957,0
982,52,845,4,0,2,0.0615384615384615,0
983,50,406,3,1,4,0.1231527093596059,0
984,31,339,2,1,4,0.0914454277286135,0
985,31,343,1,1,4,0.0903790087463556,0
986,198,828,2,1,4,0.2391304347826087,0
987,20,575,3,0,4,0.0347826086956521,0
988,16,455,3,0,4,0.0351648351648351,0
989,146,960,3,1,4,0.1520833333333333,0
990,46,305,1,1,4,0.1508196721311475,0
991,15,402,1,0,4,0.0373134328358208,0
992,85,718,1,1,4,0.1183844011142061,0
993,21,409,1,1,4,0.0513447432762836,0
994,14,316,1,1,1,0.0443037974683544,0
995,190,548,1,0,3,0.3467153284671533,0
996,127,312,2,0,3,0.407051282051282,0
997,56,438,2,1,3,0.1278538812785388,0
998,20,344,1,1,4,0.0581395348837209,0
999,75,335,2,1,4,0.2238805970149253,0
0,55,396,2,0,4,0.1388888888888889,1
1,0,460,1,1,2,0.0,1
2,0,693,3,0,4,0.0,1
3,123,303,2,0,4,0.4059405940594059,1
4,18,309,1,0,4,0.058252427184466,1
5,0,385,1,1,4,0.0,1
6,14,310,2,0,4,0.0451612903225806,1
7,30,505,1,1,1,0.0594059405940594,1
8,63,637,2,1,4,0.0989010989010989,1
9,4,588,3,0,4,0.0068027210884353,1
10,15,474,2,1,1,0.0316455696202531,1
11,22,632,1,0,2,0.0348101265822784,1
12,15,363,1,1,4,0.0413223140495867,1
13,0,332,3,1,4,0.0,1
14,566,676,1,0,4,0.8372781065088757,1
15,118,437,2,0,4,0.2700228832951945,1
16,322,678,3,0,4,0.4749262536873156,1
17,0,398,3,1,4,0.0,1
18,21,432,3,1,4,0.0486111111111111,1
19,152,1385,2,1,4,0.1097472924187725,1
20,0,390,2,0,0,0.0,1
21,26,431,1,1,4,0.0603248259860788,1
22,180,325,1,0,4,0.5538461538461539,1
23,10,553,1,0,3,0.0180831826401446,1
24,0,306,3,0,3,0.0,1
25,47,747,2,1,4,0.0629183400267737,1
26,46,322,2,1,4,0.1428571428571428,1
27,121,315,4,0,2,0.3841269841269841,1
28,0,434,2,1,4,0.0,1
29,40,416,3,1,4,0.0961538461538461,1
30,0,297,1,1,2,0.0,1
31,0,482,2,0,4,0.0,1
32,9,310,1,1,0,0.0290322580645161,1
33,807,809,2,0,4,0.9975278121137208,1
34,3,407,1,1,0,0.0073710073710073,1
35,0,423,1,0,4,0.0,1
36,0,337,1,0,4,0.0,1
37,30,454,1,1,4,0.066079295154185,1
38,6,305,2,1,2,0.0196721311475409,1
39,607,609,2,0,4,0.9967159277504104,1
40,451,548,2,1,4,0.822992700729927,1
41,1,349,1,0,4,0.0028653295128939,1
42,69,338,2,1,0,0.2041420118343195,1
43,33,495,3,0,2,0.0666666666666666,1
44,18,335,1,0,0,0.053731343283582,1
45,122,350,2,1,1,0.3485714285714286,1
46,0,504,1,1,2,0.0,1
47,6,319,2,1,4,0.018808777429467,1
48,0,485,2,1,4,0.0,1
49,55,360,2,1,1,0.1527777777777778,1
50,0,530,4,0,1,0.0,1
51,10,717,1,1,4,0.0139470013947001,1
52,11,323,2,1,0,0.0340557275541795,1
53,42,417,3,1,4,0.1007194244604316,1
54,0,368,2,0,4,0.0,1
55,0,394,3,0,4,0.0,1
56,9,373,2,0,4,0.0241286863270777,1
57,39,431,1,1,4,0.0904872389791183,1
58,0,669,1,0,0,0.0,1
59,9,721,2,0,4,0.0124826629680998,1
60,88,844,4,1,4,0.1042654028436018,1
61,8,337,2,0,4,0.0237388724035608,1
62,0,423,3,1,4,0.0,1
63,925,930,1,0,4,0.9946236559139784,1
64,50,402,3,0,1,0.1243781094527363,1
65,0,442,1,1,4,0.0,1
66,0,435,1,1,1,0.0,1
67,0,538,3,1,4,0.0,1
68,32,401,1,1,2,0.0798004987531172,1
69,100,774,1,1,1,0.1291989664082687,1
70,6,367,2,1,1,0.0163487738419618,1
71,20,453,4,0,4,0.0441501103752759,1
72,14,311,1,1,4,0.045016077170418,1
73,1,703,1,0,4,0.0014224751066856,1
74,0,345,2,1,4,0.0,1
75,35,613,1,1,1,0.0570962479608482,1
76,0,329,1,1,3,0.0,1
77,0,611,4,0,4,0.0,1
78,20,523,2,0,0,0.0382409177820267,1
79,207,424,0,1,1,0.4882075471698113,1
80,30,483,3,0,4,0.062111801242236,1
81,0,1170,2,0,4,0.0,1
82,1,316,2,1,4,0.0031645569620253,1
83,13,545,2,1,4,0.0238532110091743,1
84,61,375,1,1,3,0.1626666666666666,1
85,0,329,2,1,4,0.0,1
86,0,935,2,1,1,0.0,1
87,4,309,2,0,1,0.0129449838187702,1
88,108,665,2,1,4,0.162406015037594,1
89,55,751,2,1,4,0.0732356857523302,1
90,31,687,3,1,4,0.0451237263464337,1
91,65,639,3,1,4,0.1017214397496087,1
92,0,460,3,0,4,0.0,1
93,11,308,1,1,0,0.0357142857142857,1
94,182,559,1,0,2,0.3255813953488372,1
95,1,1006,1,1,4,0.0009940357852882,1
96,504,504,1,1,4,1.0,1
97,14,478,2,0,4,0.0292887029288702,1
98,0,299,3,0,4,0.0,1
99,0,613,2,1,1,0.0,1
100,46,423,2,0,4,0.1087470449172576,1
101,35,1148,3,1,4,0.0304878048780487,1
102,14,389,3,0,2,0.0359897172236503,1
103,30,595,2,1,4,0.0504201680672268,1
104,180,462,2,1,0,0.3896103896103896,1
105,30,300,1,1,4,0.1,1
106,0,356,4,0,4,0.0,1
107,0,556,1,0,4,0.0,1
108,40,300,0,1,0,0.1333333333333333,1
109,0,298,3,0,4,0.0,1
110,7,565,1,0,2,0.0123893805309734,1
111,0,433,3,0,2,0.0,1
112,9,418,0,1,0,0.0215311004784689,1
113,106,841,1,1,2,0.1260404280618311,1
114,0,1269,1,0,4,0.0,1
115,0,320,4,0,2,0.0,1
116,0,327,2,1,4,0.0,1
117,143,548,0,1,0,0.260948905109489,1
118,0,352,0,1,3,0.0,1
119,5,502,3,1,4,0.0099601593625498,1
120,45,405,2,1,4,0.1111111111111111,1
121,11,553,3,1,1,0.0198915009041591,1
122,7,309,1,1,2,0.0226537216828478,1
123,32,514,2,1,4,0.0622568093385214,1
124,5,318,2,1,4,0.0157232704402515,1
125,1,500,0,1,4,0.002,1
126,16,328,1,1,3,0.048780487804878,1
127,10,864,2,0,4,0.011574074074074,1
128,234,735,2,0,4,0.3183673469387755,1
129,0,330,3,0,4,0.0,1
130,18,662,1,1,4,0.0271903323262839,1
131,85,306,3,0,4,0.2777777777777778,1
132,17,413,2,1,1,0.0411622276029055,1
133,0,767,2,0,4,0.0,1
134,21,346,1,1,4,0.0606936416184971,1
135,0,327,0,1,4,0.0,1
136,0,611,1,1,1,0.0,1
137,309,606,1,1,4,0.5099009900990099,1
138,38,410,1,1,4,0.0926829268292682,1
139,7,378,1,1,4,0.0185185185185185,1
140,167,485,2,0,4,0.3443298969072165,1
141,13,508,2,1,4,0.0255905511811023,1
142,48,962,2,1,4,0.0498960498960499,1
143,364,414,3,0,4,0.8792270531400966,1
144,0,344,1,1,0,0.0,1
145,18,475,1,1,4,0.0378947368421052,1
146,31,1003,3,1,1,0.0309072781655034,1
147,0,667,3,0,2,0.0,1
148,47,475,4,1,4,0.0989473684210526,1
149,50,363,2,1,0,0.1377410468319559,1
150,2,456,3,0,4,0.0043859649122807,1
151,10,347,2,1,4,0.0288184438040345,1
152,68,313,0,1,4,0.2172523961661341,1
153,39,732,1,0,4,0.0532786885245901,1
154,12,594,2,1,2,0.0202020202020202,1
155,32,829,1,1,4,0.0386007237635705,1
156,518,518,3,0,4,1.0,1
157,19,486,2,0,4,0.0390946502057613,1
158,225,444,1,1,4,0.5067567567567568,1
159,244,325,1,0,0,0.7507692307692307,1
160,1,534,2,0,0,0.0018726591760299,1
161,11,369,1,1,4,0.029810298102981,1
162,55,685,1,1,0,0.0802919708029197,1
163,46,304,1,0,4,0.1513157894736842,1
164,44,1021,3,0,4,0.0430950048971596,1
165,0,387,2,1,4,0.0,1
166,0,756,2,1,0,0.0,1
167,2,341,2,1,2,0.0058651026392961,1
168,62,1228,1,1,4,0.0504885993485342,1
169,128,649,2,1,4,0.197226502311248,1
170,0,504,3,1,1,0.0,1
171,48,541,4,0,4,0.088724584103512,1
172,3,752,4,0,4,0.0039893617021276,1
173,80,721,0,0,0,0.1109570041608876,1
174,3,414,2,1,2,0.0072463768115942,1
175,34,504,2,0,4,0.0674603174603174,1
176,0,376,0,1,0,0.0,1
177,0,410,1,1,1,0.0,1
178,42,521,3,1,4,0.0806142034548944,1
179,9,1260,3,0,4,0.0071428571428571,1
180,0,569,3,0,4,0.0,1
181,6,478,2,0,4,0.0125523012552301,1
182,4,620,2,1,3,0.0064516129032258,1
183,33,390,3,0,4,0.0846153846153846,1
184,712,1254,3,1,4,0.5677830940988836,1
185,0,875,3,0,4,0.0,1
186,79,334,3,1,4,0.2365269461077844,1
187,81,986,2,0,0,0.0821501014198783,1
188,0,310,2,1,3,0.0,1
189,135,512,2,1,4,0.263671875,1
190,2,331,1,1,1,0.0060422960725075,1
191,23,372,2,1,4,0.0618279569892473,1
192,0,287,1,1,4,0.0,1
193,37,372,1,1,1,0.0994623655913978,1
194,91,567,2,0,4,0.1604938271604938,1
195,23,333,2,0,4,0.069069069069069,1
196,312,426,3,0,2,0.7323943661971831,1
197,0,880,3,0,4,0.0,1
198,38,392,2,0,4,0.096938775510204,1
199,0,368,1,0,2,0.0,1
200,14,719,2,1,4,0.019471488178025,1
201,82,863,2,1,4,0.0950173812282734,1
202,250,323,2,1,4,0.7739938080495357,1
203,7,446,2,1,4,0.0156950672645739,1
204,7,515,2,1,1,0.0135922330097087,1
205,32,307,3,1,4,0.1042345276872964,1
206,265,714,1,1,4,0.3711484593837535,1
207,0,346,1,1,1,0.0,1
208,0,465,2,1,4,0.0,1
209,0,337,3,0,4,0.0,1
210,0,839,4,0,3,0.0,1
211,359,527,2,1,4,0.681214421252372,1
212,12,415,2,0,4,0.0289156626506024,1
213,226,378,3,1,2,0.5978835978835979,1
214,29,462,1,1,1,0.0627705627705627,1
215,22,588,2,1,4,0.0374149659863945,1
216,30,476,3,0,4,0.0630252100840336,1
217,52,702,1,1,3,0.074074074074074,1
218,30,353,3,0,1,0.0849858356940509,1
219,21,350,2,1,3,0.06,1
220,13,357,2,1,4,0.0364145658263305,1
221,718,718,2,1,4,1.0,1
222,48,407,2,1,4,0.1179361179361179,1
223,0,336,3,1,2,0.0,1
224,38,488,1,0,4,0.0778688524590164,1
225,0,304,1,1,4,0.0,1
226,3,328,4,1,4,0.0091463414634146,1
227,194,441,2,1,4,0.4399092970521542,1
228,0,556,1,0,4,0.0,1
229,28,392,3,1,4,0.0714285714285714,1
230,119,372,4,1,4,0.3198924731182795,1
231,175,573,2,1,4,0.3054101221640489,1
232,17,574,3,1,4,0.0296167247386759,1
233,585,675,2,1,4,0.8666666666666667,1
234,18,528,1,0,0,0.034090909090909,1
235,1,312,1,0,3,0.0032051282051282,1
236,24,651,2,0,4,0.0368663594470046,1
237,757,757,3,0,4,1.0,1
238,21,622,2,1,4,0.0337620578778135,1
239,183,588,3,0,4,0.3112244897959184,1
